,pdbid,-logKd/Ki,include,set
14991,5ul6,8.22,True,general
14992,5w8v,8.22,True,general
14993,6atv,8.22,True,general
14994,6ax4,8.22,True,general
14995,6ckc,8.22,True,general
14996,6ffn,8.22,True,general
14997,6fni,8.22,True,refined
14998,6m9f,8.22,True,general
14999,1ero,8.23,True,general
15000,2w1f,8.23,True,general
15001,3e5a,8.23,True,core
15002,3f16,8.23,True,refined
15003,3qbn,8.23,True,general
15004,4kfq,8.23,True,refined
15005,4ptg,8.23,True,general
15006,4z1n,8.23,True,general
15007,5ahj,8.23,True,general
15008,1eve,8.24,True,general
15009,1jd0,8.24,True,general
15010,1ke6,8.24,True,general
15011,1nmk,8.24,True,general
15012,1npv,8.24,True,general
15013,1u9e,8.24,True,general
15014,1ydb,8.24,True,refined
15015,2gde,8.24,True,general
15016,3g4l,8.24,True,general
15017,3hll,8.24,True,refined
15018,4hmq,8.24,True,general
15019,4rfc,8.24,True,refined
15020,4x6m,8.24,True,refined
15021,4z1e,8.24,True,refined
15022,5a4c,8.24,True,general
15023,5jog,8.24,True,general
15024,6b5q,8.24,True,refined
15025,6g34,8.24,True,refined
15026,1auj,8.25,True,general
15027,1c1u,8.25,True,refined
15028,1g4o,8.25,True,refined
15029,1nvq,8.25,True,core
15030,2h5e,8.25,True,general
15031,2pbw,8.25,True,refined
15032,3ug2,8.25,True,refined
15033,3vjl,8.25,True,general
15034,6bw5,8.25,True,general
15035,6cpw,8.25,True,refined
15036,6et8,8.25,True,general
15037,6f6r,8.25,True,general
15038,1iky,8.26,True,general
15039,2chm,8.26,True,general
15040,2e2r,8.26,True,refined
15041,3cen,8.26,True,general
15042,3dpo,8.26,True,general
15043,3wc7,8.26,True,general
15044,4di2,8.26,True,general
15045,4uvy,8.26,True,general
15046,5ap0,8.26,True,general
15047,5j86,8.26,True,refined
15048,6gzm,8.26,True,refined
15049,1clu,8.27,True,general
15050,1wuq,8.27,True,refined
15051,2cbj,8.27,True,refined
15052,3hek,8.27,True,refined
15053,3tdc,8.27,True,general
15054,4cps,8.27,True,refined
15055,4djy,8.27,True,refined
15056,4eb9,8.27,True,general
15057,4l1a,8.27,True,general
15058,4lp6,8.27,True,general
15059,4xv2,8.27,True,general
15060,5nhj,8.27,True,general
15061,6anl,8.27,True,general
15062,6dug,8.27,True,general
15063,6gzh,8.27,True,general
15064,3l17,8.28,True,general
15065,3nw7,8.28,True,general
15066,3o95,8.28,True,general
15067,3tt4,8.28,True,refined
15068,4j3d,8.28,True,general
15069,4mha,8.28,True,general
15070,4oc2,8.28,True,refined
15071,4oc3,8.28,True,refined
15072,4pov,8.28,True,general
15073,5cei,8.28,True,general
15074,5gnk,8.28,True,general
15075,5kzq,8.28,True,general
15076,5ne1,8.28,True,general
15077,5tkk,8.28,True,refined
15078,5v2q,8.28,True,general
15079,1a28,8.29,True,refined
15080,2a4w,8.29,True,general
15081,4bj8,8.29,True,refined
15082,4wn1,8.29,True,general
15083,5j8i,8.29,True,general
15084,5uey,8.29,True,general
15085,5v2p,8.29,True,general
15086,6ayo,8.29,True,refined
15087,1b6l,8.3,True,refined
15088,1bzf,8.3,True,general
15089,1dtt,8.3,True,general
15090,1hv5,8.3,True,general
15091,1lqf,8.3,True,general
15092,1okz,8.3,True,general
15093,1q6t,8.3,True,general
15094,1qbq,8.3,True,refined
15095,1rej,8.3,True,general
15096,1rww,8.3,True,general
15097,1s17,8.3,True,general
15098,1sve,8.3,True,general
15099,1tft,8.3,True,general
15100,1tom,8.3,True,refined
15101,1u3r,8.3,True,general
15102,1uv5,8.3,True,general
15103,1yt9,8.3,True,general
15104,1zzl,8.3,True,general
15105,2aeb,8.3,True,general
15106,2cen,8.3,True,refined
15107,2gv2,8.3,True,general
15108,2hrp,8.3,True,general
15109,2imd,8.3,True,general
15110,2iqg,8.3,True,general
15111,2nv7,8.3,True,general
15112,2pe1,8.3,True,general
15113,2pll,8.3,True,general
15114,2pvk,8.3,True,refined
15115,2qmd,8.3,True,general
15116,2rd6,8.3,True,refined
15117,2rfn,8.3,True,general
15118,2rku,8.3,True,general
15119,2v7a,8.3,True,core
15120,2v95,8.3,True,refined
15121,2x81,8.3,True,general
15122,2ydj,8.3,True,general
15123,2yoj,8.3,True,general
15124,3atu,8.3,True,general
15125,3bc5,8.3,True,general
15126,3bjm,8.3,True,general
15127,3cid,8.3,True,general
15128,3d20,8.3,True,general
15129,3fqe,8.3,True,refined
15130,3fyj,8.3,True,general
15131,3g0d,8.3,True,general
15132,3g0g,8.3,True,general
15133,3g86,8.3,True,general
15134,3gjw,8.3,True,refined
15135,3gn7,8.3,True,general
15136,3h5s,8.3,True,general
15137,3h98,8.3,True,general
15138,3hku,8.3,True,refined
15139,3hvi,8.3,True,refined
15140,3jy0,8.3,True,refined
15141,3lxl,8.3,True,general
15142,3ly2,8.3,True,general
15143,3ocb,8.3,True,general
15144,3oct,8.3,True,general
15145,3ot3,8.3,True,general
15146,3rvg,8.3,True,general
15147,3skf,8.3,True,general
15148,3tyq,8.3,True,general
15149,3zps,8.3,True,refined
15150,4afg,8.3,True,refined
15151,4az3,8.3,True,general
15152,4bea,8.3,True,general
15154,4cwr,8.3,True,refined
15155,4dus,8.3,True,general
15156,4ejn,8.3,True,general
15157,4elb,8.3,True,general
15158,4emv,8.3,True,general
15159,4fob,8.3,True,general
15160,4gfn,8.3,True,general
15161,4gtq,8.3,True,general
15162,4gtr,8.3,True,general
15163,4hgs,8.3,True,general
15164,4i6f,8.3,True,general
15165,4i6h,8.3,True,general
15166,4jps,8.3,True,general
15167,4jzd,8.3,True,general
15168,4kcg,8.3,True,general
15169,4l4l,8.3,True,general
15170,4lwu,8.3,True,general
15171,4n1u,8.3,True,general
15172,4nus,8.3,True,general
15173,4o0b,8.3,True,refined
15174,4o5b,8.3,True,general
15175,4ohk,8.3,True,general
15176,4olh,8.3,True,general
15177,4qo4,8.3,True,general
15178,4rx7,8.3,True,general
15179,4wki,8.3,True,general
15180,4x6p,8.3,True,core
15181,4xhk,8.3,True,general
15182,4ynk,8.3,True,general
15183,4ztr,8.3,True,general
15184,4zy6,8.3,True,general
15185,5a0b,8.3,True,general
15186,5am3,8.3,True,general
15187,5buj,8.3,True,general
15188,5bvo,8.3,True,general
15189,5cxh,8.3,True,general
15190,5e80,8.3,True,general
15191,5he7,8.3,True,general
15192,5j7b,8.3,True,general
15193,5j8z,8.3,True,refined
15194,5jfr,8.3,True,general
15195,5k76,8.3,True,general
15196,5kcv,8.3,True,general
15197,5kdr,8.3,True,general
15198,5khm,8.3,True,refined
15199,5kpk,8.3,True,general
15200,5t2b,8.3,True,general
15201,5tiu,8.3,True,general
15202,5tqf,8.3,True,general
15203,5uac,8.3,True,general
15204,5uox,8.3,True,general
15205,5uy8,8.3,True,general
15206,5x26,8.3,True,general
15207,5x5o,8.3,True,general
15208,5xs2,8.3,True,general
15209,5yea,8.3,True,general
15210,5ztn,8.3,True,general
15211,6aaj,8.3,True,general
15212,6b4w,8.3,True,general
15213,6b8j,8.3,True,general
15214,6bfd,8.3,True,general
15215,6c4g,8.3,True,general
15216,6c6o,8.3,True,general
15217,6cmj,8.3,True,general
15218,6cn6,8.3,True,general
15219,6en4,8.3,True,general
15220,6f23,8.3,True,general
15221,6ma3,8.3,True,refined
15222,1rgj,8.31,True,general
15223,2hs2,8.31,True,general
15224,3dc3,8.31,True,refined
15226,4acd,8.31,True,general
15227,4csj,8.31,True,general
15228,4ddl,8.31,True,general
15229,5dyw,8.31,True,general
15230,5nxo,8.31,True,refined
15231,5oah,8.31,True,general
15232,5tnt,8.31,True,general
15233,6das,8.31,True,general
15234,2dq7,8.32,True,general
15235,2fdd,8.32,True,general
15236,2gj5,8.32,True,refined
15237,2qtb,8.32,True,general
15238,2xhr,8.32,True,general
15239,2yi7,8.32,True,refined
15240,3qak,8.32,True,general
15241,3tv6,8.32,True,general
15242,4bbg,8.32,True,general
15243,4gih,8.32,True,refined
15244,4jwk,8.32,True,refined
15245,4kin,8.32,True,general
15246,4pee,8.32,True,refined
15247,4z16,8.32,True,general
15248,5a3u,8.32,True,general
15249,5c2a,8.32,True,refined
15250,5czm,8.32,True,refined
15251,5eef,8.32,True,general
15252,5ehe,8.32,True,general
15253,6aam,8.32,True,general
15254,6enm,8.32,True,general
15255,1hwr,8.33,True,refined
15256,1u9q,8.33,True,general
15257,2wj2,8.33,True,general
15258,3ns7,8.33,True,general
15259,3sdi,8.33,True,general
15260,3sw2,8.33,True,general
15261,4eev,8.33,True,general
15262,4htx,8.33,True,general
15263,4i33,8.33,True,general
15264,4z1k,8.33,True,refined
15265,5fky,8.33,True,general
15266,6b5o,8.33,True,general
15267,1bzy,8.34,True,refined
15268,1uwb,8.34,True,general
15269,2qci,8.34,True,refined
15270,2wxl,8.34,True,general
15271,2xye,8.34,True,refined
15272,3ay9,8.34,True,general
15273,3f82,8.34,True,general
15274,3lj7,8.34,True,general
15275,3npc,8.34,True,refined
15276,4yhf,8.34,True,general
15277,5es1,8.34,True,general
15278,5ime,8.34,True,refined
15279,5uit,8.34,True,general
15280,5y24,8.34,True,general
15281,6g39,8.34,True,refined
15282,1h23,8.35,True,core
15283,1mj7,8.35,True,general
15284,2uwd,8.35,True,refined
15285,2zxa,8.35,True,general
15286,3bgl,8.35,True,general
15287,3m6p,8.35,True,general
15288,3nu5,8.35,True,refined
15289,4bf6,8.35,True,refined
15290,4mvh,8.35,True,general
15291,4yml,8.35,True,refined
15292,5amn,8.35,True,general
15293,5edl,8.35,True,refined
15294,6cqf,8.35,True,general
15295,9hvp,8.35,True,general
15296,1bb0,8.36,True,general
15297,1d4j,8.36,True,refined
15298,3d83,8.36,True,refined
15299,3g45,8.36,True,general
15300,3kek,8.36,True,refined
15301,3oj8,8.36,True,general
15302,3r7o,8.36,True,refined
15303,3wiz,8.36,True,general
15304,4e6q,8.36,True,core
15305,4g3f,8.36,True,general
15306,4gzf,8.36,True,general
15307,4k19,8.36,True,general
15308,4lts,8.36,True,general
15309,4y2b,8.36,True,general
15310,5dls,8.36,True,general
15311,5k0x,8.36,True,general
15312,1ouy,8.37,True,general
15313,2fjp,8.37,True,general
15314,2nmy,8.37,True,general
15315,2nmz,8.37,True,refined
15316,2nnk,8.37,True,general
15317,2nnp,8.37,True,general
15318,2xdw,8.37,True,general
15319,3h0z,8.37,True,general
15320,3q6k,8.37,True,general
15321,3t1a,8.37,True,refined
15322,3tcp,8.37,True,general
15323,3wyx,8.37,True,general
15324,4bao,8.37,True,refined
15325,4v24,8.37,True,refined
15326,4ye3,8.37,True,general
15327,5efb,8.37,True,general
15328,5hk1,8.37,True,general
15329,5m6u,8.37,True,general
15330,6c0n,8.37,True,general
15331,6g9d,8.37,True,general
15332,1k21,8.38,True,refined
15333,1mu6,8.38,True,refined
15334,3hab,8.38,True,general
15335,3qkd,8.38,True,refined
15336,3zpu,8.38,True,refined
15337,4a6b,8.38,True,refined
15338,4ere,8.38,True,general
15339,4g3e,8.38,True,general
15340,4xv1,8.38,True,general
15341,5d21,8.38,True,refined
15342,5tq4,8.38,True,general
15343,6g3a,8.38,True,refined
15344,6g97,8.38,True,general
15345,1it6,8.39,True,general
15346,1lzq,8.39,True,refined
15347,1x7b,8.39,True,general
15348,3dpk,8.39,True,general
15349,4p1r,8.39,True,general
15350,4qyg,8.39,True,general
15351,4u3f,8.39,True,general
15352,5hcx,8.39,True,general
15353,6ayr,8.39,True,refined
15354,6g9j,8.39,True,general
15355,1a4g,8.4,True,general
15356,1aaq,8.4,True,refined
15357,1b6m,8.4,True,general
15358,1fd0,8.4,True,refined
15359,1fq5,8.4,True,refined
15360,1fzk,8.4,True,refined
15361,1jil,8.4,True,general
15362,1k22,8.4,True,refined
15363,1mtr,8.4,True,refined
15364,1nd5,8.4,True,general
15365,1o47,8.4,True,general
15366,1q3w,8.4,True,general
15367,1s64,8.4,True,general
15368,1w4l,8.4,True,general
15369,1w5x,8.4,True,refined
15370,1w7x,8.4,True,general
15371,1z1h,8.4,True,refined
15372,1zpa,8.4,True,refined
15373,2al5,8.4,True,core
15374,2baj,8.4,True,refined
15375,2j95,8.4,True,refined
15376,2oic,8.4,True,general
15377,2oqv,8.4,True,general
15378,2ovy,8.4,True,refined
15379,2pe2,8.4,True,general
15380,2qbp,8.4,True,core
15381,2rl5,8.4,True,general
15382,2uwl,8.4,True,refined
15383,2vsl,8.4,True,refined
15384,2xyn,8.4,True,general
15385,2y82,8.4,True,refined
15386,2zda,8.4,True,core
15387,3b68,8.4,True,core
15388,3bl7,8.4,True,general
15389,3coh,8.4,True,general
15390,3d0e,8.4,True,refined
15391,3efw,8.4,True,general
15392,3ekn,8.4,True,general
15393,3el9,8.4,True,refined
15394,3eos,8.4,True,general
15395,3frg,8.4,True,general
15396,3gz9,8.4,True,general
15397,3k9x,8.4,True,general
15398,3kwz,8.4,True,general
15399,3nrm,8.4,True,general
15400,3ook,8.4,True,general
15401,3qrj,8.4,True,general
15402,3qxv,8.4,True,refined
15403,3r2b,8.4,True,general
15404,3s4q,8.4,True,general
15405,3s74,8.4,True,general
15406,3str,8.4,True,refined
15407,3sww,8.4,True,refined
15408,3ttz,8.4,True,general
15409,3u4w,8.4,True,general
15410,3vap,8.4,True,general
15411,3zxz,8.4,True,refined
15412,4aoi,8.4,True,refined
15413,4at3,8.4,True,general
15414,4b8o,8.4,True,general
15415,4bck,8.4,True,refined
15416,4bgh,8.4,True,general
15417,4c61,8.4,True,general
15418,4cnh,8.4,True,general
15419,4dk5,8.4,True,general
15420,4fzc,8.4,True,general
15421,4jai,8.4,True,general
15422,4jsr,8.4,True,general
15423,4l52,8.4,True,general
15424,4lxk,8.4,True,general
15425,4mqu,8.4,True,general
15426,4nh7,8.4,True,refined
15427,4nw6,8.4,True,general
15428,4px6,8.4,True,general
15429,4qmy,8.4,True,general
15430,4ra5,8.4,True,general
15431,4rcf,8.4,True,general
15432,4ual,8.4,True,refined
15433,4uro,8.4,True,general
15434,4uyn,8.4,True,general
15435,4x7k,8.4,True,general
15436,4z3v,8.4,True,general
15437,5a3t,8.4,True,general
15438,5bmm,8.4,True,general
15439,5ccm,8.4,True,general
15440,5cs2,8.4,True,general
15441,5csw,8.4,True,general
15442,5d9k,8.4,True,general
15443,5dxu,8.4,True,general
15444,5e91,8.4,True,general
15445,5em6,8.4,True,general
15446,5fa7,8.4,True,general
15447,5g57,8.4,True,refined
15448,5hd0,8.4,True,general
15449,5hg7,8.4,True,general
15450,5jrs,8.4,True,general
15451,5laz,8.4,True,general
15452,5ll4,8.4,True,general
15453,5ody,8.4,True,general
15454,5org,8.4,True,refined
15455,5ufi,8.4,True,general
15456,5x28,8.4,True,general
15457,6f3d,8.4,True,general
15458,6g9h,8.4,True,general
15459,6gue,8.4,True,refined
15460,1e4h,8.41,True,refined
15461,1g48,8.41,True,refined
15462,1i9p,8.41,True,refined
15463,1i9q,8.41,True,general
15464,1w96,8.41,True,refined
15465,2am9,8.41,True,general
15466,2w6c,8.41,True,general
15467,3mvm,8.41,True,general
15468,3oxc,8.41,True,general
15469,4agd,8.41,True,general
15470,4ngt,8.41,True,general
15471,5ak2,8.41,True,general
15472,6aah,8.41,True,general
15473,6cvy,8.41,True,general
15474,1bwb,8.42,True,refined
15475,1htg,8.42,True,general
15476,1i9o,8.42,True,general
15477,2g5p,8.42,True,general
15478,2isc,8.42,True,general
15479,4ezj,8.42,True,general
15480,4hbp,8.42,True,general
15481,4ksy,8.42,True,refined
15482,4wa9,8.42,True,refined
15483,5c4s,8.42,True,general
15484,5icp,8.42,True,general
15485,5vl2,8.42,True,refined
15486,1jje,8.43,True,general
15487,2c8w,8.43,True,general
15488,2xbv,8.43,True,core
15489,2za5,8.43,True,refined
15490,3nhi,8.43,True,refined
15491,3qlb,8.43,True,general
15492,3tam,8.43,True,general
15493,3u7s,8.43,True,general
15494,4cqe,8.43,True,general
15495,4g3g,8.43,True,general
15496,4y8x,8.43,True,refined
15497,4zk5,8.43,True,general
15498,5dey,8.43,True,refined
15499,5exl,8.43,True,refined
15500,5f2u,8.43,True,refined
15501,5t66,8.43,True,general
15502,1bmn,8.44,True,general
15503,1ynd,8.44,True,general
15504,2rf2,8.44,True,general
15505,2vc9,8.44,True,refined
15506,2xyf,8.44,True,refined
15507,3uhm,8.44,True,general
15508,3w1f,8.44,True,general
15509,4bbe,8.44,True,general
15510,4k1e,8.44,True,general
15511,4zae,8.44,True,refined
15512,5kqx,8.44,True,refined
15513,5n0e,8.44,True,refined
15514,5v8q,8.44,True,general
15515,5voj,8.44,True,refined
15516,6b31,8.44,True,general
15517,1jq9,8.45,True,general
15518,1a3e,8.46,True,general
15519,1bgo,8.46,True,general
15520,1iht,8.46,True,general
15521,1ld8,8.46,True,general
15522,1u3q,8.46,True,general
15523,1u9w,8.46,True,general
15524,2mip,8.46,True,general
15525,2oh4,8.46,True,general
15526,3bx5,8.46,True,general
15527,3kdd,8.46,True,refined
15528,3kl6,8.46,True,general
15529,3nam,8.46,True,general
15530,3q2g,8.46,True,general
15531,4css,8.46,True,refined
15532,4he9,8.46,True,general
15533,4lge,8.46,True,general
15534,4u01,8.46,True,general
15535,5a09,8.46,True,general
15536,5b4w,8.46,True,general
15537,5nxv,8.46,True,general
15538,6h7n,8.46,True,general
15539,1qkn,8.47,True,general
15540,2ds1,8.47,True,general
15541,2oag,8.47,True,refined
15542,2qo8,8.47,True,general
15543,2wei,8.47,True,general
15544,3b28,8.47,True,general
15545,3bhb,8.47,True,general
15546,3zln,8.47,True,refined
15547,5f94,8.47,True,general
15548,5ohi,8.47,True,general
15549,5v6y,8.47,True,general
15550,1i9l,8.48,True,general
15551,1i9m,8.48,True,general
15552,1w5y,8.48,True,refined
15553,2hs1,8.48,True,refined
15554,2p3b,8.48,True,refined
15555,2r5p,8.48,True,refined
15556,2uxz,8.48,True,refined
15557,2yix,8.48,True,refined
15558,3b1m,8.48,True,core
15559,3eqs,8.48,True,general
15560,3n3j,8.48,True,refined
15561,3wqh,8.48,True,general
15562,4jpa,8.48,True,general
15563,4nvq,8.48,True,general
15564,4o0v,8.48,True,general
15565,5ap2,8.48,True,general
15566,5jh6,8.48,True,general
15567,5kr2,8.48,True,refined
15568,5n0d,8.48,True,refined
15569,5svk,8.48,True,general
15570,6b41,8.48,True,general
15571,6fe1,8.48,True,refined
15572,1akt,8.49,True,general
15573,1ec0,8.49,True,refined
15574,2g5u,8.49,True,refined
15575,2ieo,8.49,True,general
15576,2ihq,8.49,True,refined
15577,2oqi,8.49,True,general
15578,3gfe,8.49,True,general
15579,3pp1,8.49,True,general
15580,3s45,8.49,True,refined
15581,3wyy,8.49,True,general
15582,4a22,8.49,True,general
15583,4ehe,8.49,True,general
15584,4hdf,8.49,True,refined
15585,4m2r,8.49,True,refined
15586,4mwu,8.49,True,general
15587,5fl1,8.49,True,general
15588,5nx2,8.49,True,general
15589,5t28,8.49,True,general
15590,5tkt,8.49,True,general
15591,5tr6,8.49,True,general
15592,5ufs,8.49,True,refined
15593,5vzy,8.49,True,general
15594,5x33,8.49,True,general
15595,7upj,8.49,True,refined
15596,3d3p,8.5,True,general
15597,3qd0,8.5,True,general
15598,5lxd,8.5,True,general
15599,1cr6,8.51,True,general
15600,1d8m,8.51,True,general
15601,1g05,8.51,True,general
15602,1qpl,8.51,True,general
15603,2rg5,8.51,True,general
15604,2vh0,8.51,True,refined
15605,3i25,8.51,True,refined
15606,3tia,8.51,True,general
15607,3u8j,8.51,True,refined
15608,3uol,8.51,True,general
15609,3zpt,8.51,True,general
15610,4nk9,8.51,True,general
15611,5ij7,8.51,True,general
15612,5k4i,8.51,True,general
15613,5to8,8.51,True,general
15614,6b1o,8.51,True,general
15615,1b6p,8.52,True,general
15616,1d7x,8.52,True,general
15617,1fcy,8.52,True,refined
15618,1hbj,8.52,True,general
15619,1i5r,8.52,True,refined
15620,1jij,8.52,True,general
15621,1jk7,8.52,True,general
15622,1nfx,8.52,True,refined
15623,1o44,8.52,True,general
15624,1oit,8.52,True,general
15625,1q6p,8.52,True,general
15626,1r78,8.52,True,general
15627,1rhu,8.52,True,general
15628,1rp7,8.52,True,refined
15629,1sps,8.52,True,general
15630,1ta2,8.52,True,general
15631,1urw,8.52,True,general
15632,1w14,8.52,True,general
15633,1xkk,8.52,True,refined
15634,2b1p,8.52,True,general
15635,2boh,8.52,True,refined
15636,2bqw,8.52,True,general
15637,2bxt,8.52,True,general
15638,2fs9,8.52,True,general
15639,2fvd,8.52,True,core
15640,2gbi,8.52,True,general
15641,2hfp,8.52,True,general
15642,2oc2,8.52,True,refined
15643,2ow3,8.52,True,general
15644,2q64,8.52,True,refined
15645,2qmf,8.52,True,general
15646,2qu6,8.52,True,refined
15647,2v11,8.52,True,general
15648,2vaq,8.52,True,general
15649,2vf6,8.52,True,general
15650,2vnm,8.52,True,general
15651,2vtp,8.52,True,general
15652,2vvc,8.52,True,refined
15653,2vw5,8.52,True,core
15654,2w1g,8.52,True,general
15655,2wn9,8.52,True,core
15656,2wxp,8.52,True,general
15657,2xa4,8.52,True,general
15658,2xbj,8.52,True,general
15659,2xfk,8.52,True,general
15660,3cic,8.52,True,general
15661,3dcv,8.52,True,general
15662,3dya,8.52,True,general
15663,3h5u,8.52,True,general
15664,3hvh,8.52,True,general
15665,3hvk,8.52,True,general
15666,3i0r,8.52,True,general
15667,3ia6,8.52,True,general
15668,3jzo,8.52,True,general
15669,3k84,8.52,True,general
15670,3lpi,8.52,True,refined
15671,3m2w,8.52,True,general
15672,3ml5,8.52,True,refined
15673,3n23,8.52,True,general
15674,3ns9,8.52,True,general
15675,3ocg,8.52,True,general
15676,3pa4,8.52,True,general
15677,3psb,8.52,True,general
15678,3psd,8.52,True,general
15679,3sfc,8.52,True,general
15680,3spk,8.52,True,general
15681,3suu,8.52,True,refined
15682,3sx4,8.52,True,general
15683,3t3v,8.52,True,general
15684,3tct,8.52,True,general
15685,3ttm,8.52,True,refined
15686,3u4u,8.52,True,general
15687,3umw,8.52,True,general
15688,3zxh,8.52,True,general
15689,4bae,8.52,True,general
15690,4bcb,8.52,True,general
15691,4c4j,8.52,True,general
15692,4dtk,8.52,True,general
15693,4e1z,8.52,True,general
15694,4e3l,8.52,True,general
15695,4foc,8.52,True,general
15696,4gjd,8.52,True,general
15697,4gv1,8.52,True,general
15698,4h1e,8.52,True,general
15699,4h3i,8.52,True,general
15700,4h4m,8.52,True,general
15701,4hyi,8.52,True,general
15702,4izy,8.52,True,general
15703,4j52,8.52,True,general
15704,4jnc,8.52,True,general
15705,4jnm,8.52,True,general
15706,4l6s,8.52,True,general
15707,4lgg,8.52,True,general
15708,4nh8,8.52,True,refined
15709,4o6w,8.52,True,refined
15710,4o97,8.52,True,refined
15711,4p1u,8.52,True,general
15712,4qmn,8.52,True,general
15713,4rpv,8.52,True,general
15714,4rx5,8.52,True,general
15715,4tlr,8.52,True,general
15716,4uwh,8.52,True,general
15717,4wcu,8.52,True,general
15718,4xoc,8.52,True,refined
15719,4yne,8.52,True,general
15720,4yzc,8.52,True,general
15721,4zom,8.52,True,general
15722,5am1,8.52,True,general
15723,5anw,8.52,True,general
15724,5bqh,8.52,True,general
15725,5bue,8.52,True,general
15726,5eyc,8.52,True,general
15727,5eyk,8.52,True,general
15728,5fqc,8.52,True,general
15729,5hg8,8.52,True,general
15730,5i4v,8.52,True,general
15731,5izq,8.52,True,general
15732,5j79,8.52,True,general
15733,5jur,8.52,True,general
15734,5jyo,8.52,True,general
15735,5mjb,8.52,True,general
15736,5mpk,8.52,True,refined
15737,5mw2,8.52,True,general
15738,5n70,8.52,True,general
15739,5vi6,8.52,True,refined
15740,5vlr,8.52,True,general
15741,5wlv,8.52,True,general
15742,6b4h,8.52,True,general
15743,6c1s,8.52,True,general
15744,6ccy,8.52,True,general
15745,6csp,8.52,True,refined
15746,6dvm,8.52,True,general
15747,6fyk,8.52,True,general
15748,6g9n,8.52,True,general
15749,3jzc,8.53,True,general
15750,1r1i,8.54,True,general
15751,3hc8,8.54,True,general
15752,3kjd,8.54,True,refined
15753,3q96,8.54,True,general
15754,4fcb,8.54,True,general
15755,4hwo,8.54,True,refined
15756,4mbl,8.54,True,general
15757,4yay,8.54,True,general
15759,5mjn,8.54,True,refined
15760,5sxm,8.54,True,refined
15761,6e2o,8.54,True,general
15762,1hos,8.55,True,refined
15763,1ibg,8.55,True,general
15764,1ppl,8.55,True,refined
15765,2byr,8.55,True,refined
15766,2zis,8.55,True,general
15767,3ejp,8.55,True,refined
15768,3g6g,8.55,True,general
15769,3kfc,8.55,True,general
15770,3rwg,8.55,True,general
15771,3t8s,8.55,True,general
15772,3v51,8.55,True,refined
15773,4ynd,8.55,True,general
15774,5amd,8.55,True,refined
15775,5hzx,8.55,True,general
15776,5i9y,8.55,True,refined
15777,5nhv,8.55,True,general
15778,5nxg,8.55,True,refined
15779,5svl,8.55,True,general
15780,6c7e,8.55,True,general
15781,3so9,8.56,True,general
15782,1bgq,8.57,True,refined
15783,1q1g,8.57,True,refined
15784,1yye,8.57,True,general
15785,2h8h,8.57,True,general
15786,2i0j,8.57,True,general
15787,2r5q,8.57,True,general
15788,2w6t,8.57,True,general
15789,2w78,8.57,True,general
15790,2x4z,8.57,True,refined
15791,2yne,8.57,True,general
15792,3dkf,8.57,True,general
15793,3ejq,8.57,True,refined
15794,3ejr,8.57,True,core
15795,3v7x,8.57,True,refined
15796,3vrt,8.57,True,general
15797,4hy4,8.57,True,general
15798,4kmz,8.57,True,refined
15799,4re3,8.57,True,general
15800,4tpk,8.57,True,general
15801,4uwl,8.57,True,general
15802,5caq,8.57,True,refined
15803,5j6m,8.57,True,refined
15804,3r5t,8.58,True,refined
15805,1akw,8.59,True,general
15806,1hkj,8.59,True,general
15807,1m7q,8.59,True,general
15808,2fky,8.59,True,general
15809,2gu8,8.59,True,general
15810,2iit,8.59,True,general
15811,2itz,8.59,True,general
15812,2wky,8.59,True,refined
15813,3ibi,8.59,True,refined
15814,4ezl,8.59,True,general
15815,4mx9,8.59,True,general
15816,4tpp,8.59,True,general
15817,5hk2,8.59,True,general
15818,5idn,8.59,True,general
15819,5nbw,8.59,True,refined
15820,5u6d,8.59,True,general
15821,6dkg,8.59,True,general
15822,6h37,8.59,True,refined
15823,1bwa,8.6,True,refined
15824,1ikw,8.6,True,general
15825,1yy4,8.6,True,general
15826,2r5b,8.6,True,general
15827,3b66,8.6,True,refined
15828,3bqn,8.6,True,general
15829,3fhe,8.6,True,general
15830,3k5g,8.6,True,general
15831,3m6f,8.6,True,general
15832,3oe0,8.6,True,general
15833,3s43,8.6,True,refined
15834,3sxf,8.6,True,refined
15835,3t3u,8.6,True,refined
15836,4efs,8.6,True,refined
15837,4f65,8.6,True,general
15838,4gj2,8.6,True,refined
15839,4jg8,8.6,True,general
15840,4ke1,8.6,True,general
15841,4qf7,8.6,True,refined
15842,4qjp,8.6,True,general
15843,4qlt,8.6,True,general
15844,5a3q,8.6,True,general
15845,5cf5,8.6,True,general
15846,5sz3,8.6,True,refined
15847,5upf,8.6,True,refined
15848,4b00,8.61,True,general
15849,4ban,8.61,True,refined
15850,6gl8,8.61,True,refined
15851,1a61,8.62,True,general
15852,1azl,8.62,True,general
15853,2bbb,8.62,True,general
15854,2cej,8.62,True,refined
15855,2h42,8.62,True,general
15856,3dt1,8.62,True,general
15857,3qqu,8.62,True,general
15858,3ryz,8.62,True,refined
15859,4bf1,8.62,True,refined
15860,4dru,8.62,True,general
15861,4fcf,8.62,True,general
15862,4hf4,8.62,True,refined
15863,4jx9,8.62,True,refined
15864,4nrl,8.62,True,general
15865,4tpm,8.62,True,general
15866,4zim,8.62,True,general
15867,5egm,8.62,True,refined
15868,5htz,8.62,True,refined
15869,5n9s,8.62,True,general
15870,5ubt,8.62,True,general
